product_id,original_id,name,brand,gender,master_category,sub_category,article_type,base_color,season,year,usage,image_url,price,stock,rating,review_count
PROD-8387,8387,ADIDAS Men  Navy Blue Polo T-shirt,Adidas,Men,Apparel,Topwear,Tshirts,Navy Blue,Spring,2013,Sports,https://assets.myntassets.com/v1/images/style/properties/0a72393d9dea8737bbba1f69154332d5_images.jpg,34.03,38,3.9,256
PROD-29979,29979,Aspen Women Mother Of Pearl Dial Watch,Aspen,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,https://assets.myntassets.com/v1/images/style/properties/cfe2ecf6af55902b07841a38f6171ee9_images.jpg,193.55,16,4.2,266
PROD-12338,12338,Spykar Women Ep Jeans Blue Jeans,Spykar,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/a50c1610823bbe17ab9bfc23440d5fa8_images.jpg,62.31,0,4.1,173
PROD-18602,18602,Puma Men Commander White Sports Shoes,Puma,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,https://assets.myntassets.com/v1/images/style/properties/f4bc60f842974ff09459211d10381dc6_images.jpg,207.12,8,3.8,53
PROD-48172,48172,Fossil Women Multi coloured Wallet,Fossil,Women,Accessories,Wallets,Wallets,Cream,Winter,2016,Casual,https://assets.myntassets.com/v1/images/style/properties/0a481ed92c0d1fc364d822b2ddf68f96_images.jpg,56.59,45,4.7,289
PROD-9255,9255,Mark Taylor Men Green Striped Shirt,Mark,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Formal,https://assets.myntassets.com/v1/images/style/properties/00032c68471193c79d78d175ea5eea76_images.jpg,27.42,12,4.2,132
PROD-30068,30068,Ed Hardy Men Silver Dial Watch,Ed,Men,Accessories,Watches,Watches,Silver,Summer,2016,Casual,https://assets.myntassets.com/v1/images/style/properties/Ed-Hardy-Men-Silver-Dial-Watch_0c4908f9e844091496eef3780ae59929_images.jpg,191.21,29,4.4,133
PROD-38205,38205,Polaroid Women Sunglasses,Polaroid,Women,Accessories,Eyewear,Sunglasses,Silver,Winter,2016,Casual,https://assets.myntassets.com/v1/images/style/properties/ece1b81dc8300c68ac9705670f0295cd_images.jpg,96.65,24,3.8,98
PROD-25788,25788,Arrow Men Beige Suspenders,Arrow,Men,Apparel,Topwear,Suspenders,Beige,Summer,2012,Formal,https://assets.myntassets.com/v1/images/style/properties/Arrow-Men-Beige-Suspenders_fc49b411f35dd06dbae2f4d2d713456a_images.jpg,65.46,36,4.6,163
PROD-15921,15921,ADIDAS Unisex Ep Bp Adv Casu Black Backpack,Adidas,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/9093669e2f3343de94b05b39f14ccdc7_images.jpg,155.08,31,4.4,71
PROD-1804,1804,Kalenji Men Essential Baggy Black Shorts,Kalenji,Men,Apparel,Bottomwear,Shorts,Black,Fall,2010,Sports,https://assets.myntassets.com/v1/images/style/properties/0ecb72894f8fe74acae8f2e4d429a9bb_images.jpg,26.72,44,4.4,187
PROD-53708,53708,Kiara Women Mustard Handbag,Kiara,Women,Accessories,Bags,Handbags,Mustard,Summer,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/Kiara-Women-Mustard-Handbag_7bfe51328ac430c891e18663c0675875_images.jpg,82.09,40,3.9,300
PROD-5498,5498,Mr.Men Men's Mr.happy White T-shirt,Mr.men,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/c5d4eaf37f288b29cdb87acedf54d2a7_images.jpg,27.3,5,3.9,102
PROD-21328,21328,Louis Philippe Men Sunglasses LP202-C2,Louis Philippe,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,https://assets.myntassets.com/v1/images/style/properties/dc185920c7c495646475e1e078b1bf96_images.jpg,95.84,31,3.7,37
PROD-59232,59232,Titan Men Black Watch,Titan,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,https://assets.myntassets.com/v1/images/style/properties/Titan-Men-Black-Watch_6146c5b6d7596050546861cb5145aea4_images.jpg,184.23,45,4.6,241
PROD-24468,24468,ID Men Brown Casual Shoes,Id,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/ac7ad58d4155f6d2a09a1fa1b659a097_images.jpg,155.98,43,3.9,285
PROD-38037,38037,Q&Q Attractive Men Orange Dial Watch,Q&q,Men,Accessories,Watches,Watches,Orange,Winter,2016,Casual,https://assets.myntassets.com/v1/images/style/properties/4cd4ec1999a2f6e5917614081b1da30c_images.jpg,219.35,8,3.9,203
PROD-21926,21926,BIBA Women Printed Blue Kurta,Biba,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic,https://assets.myntassets.com/v1/images/style/properties/f76d79d72b45483092fa324d5e7002d2_images.jpg,63.3,17,4.1,249
PROD-36991,36991,Lino Perros Women Pink Handbag,Lino,Women,Accessories,Bags,Handbags,Pink,Summer,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/48956a7cda0bbb3837e434c8fbaf63f7_images.jpg,95.79,10,4.1,153
PROD-56048,56048,Colorbar Rare Truffle Lipstick 03,Colorbar,Women,Personal Care,Lips,Lipstick,Maroon,Spring,2017,Casual,https://assets.myntassets.com/assets/images/56048/2019/1/11/0f1eedb8-ef70-4c8b-a930-065337bc517a1547191212376-Colorbar-Rare-Truffle-Lipstick-03-1171547191212103-1.jpg,82.59,10,4.8,318
PROD-56874,56874,HM Women Yellow Flats,Hm,Women,Footwear,Shoes,Heels,Yellow,Winter,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/HM-Women-Yellow-Sandals_ae422330fec2fa9bc33dbc274617dd39_images.jpg,100.16,20,4.2,88
PROD-4778,4778,ADIDAS Women's Flora White T-shirt,Adidas,Women,Apparel,Topwear,Tshirts,White,Summer,2011,Sports,https://assets.myntassets.com/v1/images/style/properties/a464395147f74c5dbdbf0a984cbbc51e_images.jpg,34.39,9,3.8,89
PROD-12936,12936,Basics Men White Slim Fit Checked Shirt,Basics,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/983b140d4d49fd74162bc9db82a37c46_images.jpg,62.65,6,4.4,183
PROD-8989,8989,Puma Unisex Evo Black Casual Shoes,Puma,Unisex,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/a0c554020767af0e206002073edd1773_images.jpg,195.4,22,4.0,105
PROD-47308,47308,Baggit Women Purple Deshi Baby Purse,Baggit,Women,Accessories,Bags,Clutches,Purple,Summer,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/86e37647485b8736def1cc3ecd51732d_images.jpg,131.29,46,4.7,122
PROD-48340,48340,Pitaraa Silver Ball Necklace,Pitaraa,Women,Accessories,Jewellery,Necklace And Chains,Silver,Fall,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/3ac18cca7963bdc6cbe729b65d49e384_images.jpg,146.23,15,4.1,106
PROD-9067,9067,Mark Taylor Men White Striped Shirt,Mark,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal,https://assets.myntassets.com/v1/images/style/properties/caa7bec3c6aa3a6f2174279d1cfac3b5_images.jpg,64.53,13,4.7,120
PROD-18430,18430,Vital Gear Unisex Black Laptop Bag,Vital,Unisex,Accessories,Bags,Laptop Bag,Black,Fall,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/c0353a580f77524f0af8e23d0d8471a7_images.jpg,73.56,41,4.3,245
PROD-6813,6813,Timberland Men's Cityendur Ox Grey Shoe,Timberland,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/a5605c303c1879b361065b0982812497_images.jpg,154.2,11,3.8,169
PROD-31972,31972,Nike Men Air Relentless Grey Sports Shoes,Nike,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012,Sports,https://assets.myntassets.com/v1/images/style/properties/f1df814914311cc20fdc40e9a31e1b29_images.jpg,161.65,6,4.0,162
PROD-49868,49868,Q&Q Men White Dial Analog Watch,Q&q,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,https://assets.myntassets.com/v1/images/style/properties/c8150e08d271ec2402fbaf85d6a14697_images.jpg,297.25,43,4.3,217
PROD-22559,22559,Reebok Men Reeplay Deo,Reebok,Men,Personal Care,Fragrance,Deodorant,Red,Spring,2017,Casual,https://assets.myntassets.com/v1/images/style/properties/865ecfff13d8f8dade803d50b32d7267_images.jpg,77.47,28,3.9,17
PROD-28063,28063,Jockey ELANCE Men Pack Of 2 Briefs 1010,Jockey,Men,Apparel,Innerwear,Briefs,White,Summer,2016,Casual,https://assets.myntassets.com/v1/images/style/properties/46fdc7603147be42fe68e33b5db510be_images.jpg,28.19,3,4.1,139
PROD-50179,50179,Peperone Women Beige Handbag,Peperone,Women,Accessories,Bags,Handbags,Beige,Summer,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/5d4a2e9371e6ffd182885e094a37bbcb_images.jpg,104.78,47,4.4,194
PROD-51897,51897,Nyk Women Purple Wallet,Nyk,Women,Accessories,Wallets,Wallets,Purple,Summer,2016,Casual,https://assets.myntassets.com/v1/images/style/properties/86686ab06d8d59ac5ce4f9f3ad9923b2_images.jpg,28.92,11,4.3,255
PROD-8373,8373,Fastrack Men Navy Blue Backpack,Fastrack,Men,Accessories,Bags,Backpacks,Navy Blue,Winter,2016,Casual,https://assets.myntassets.com/v1/images/style/properties/Fastrack-Men-Navy-Blue-Bag_bd91af2bc9cae9b24e374d11bfa0915a_images.jpg,138.32,39,4.9,79
PROD-49054,49054,Lucera Women Silver Ring,Lucera,Women,Accessories,Jewellery,Ring,Silver,Fall,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/Lucera-Women-Silver-Ring_ccf281759c762c5b0e7d66bcd12ceae5_images.jpg,45.67,29,4.7,137
PROD-19724,19724,United Colors of Benetton Women Green Check Shirt,United Colors Of Benetton,Women,Apparel,Topwear,Shirts,Green,Summer,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/5f2990a7c48751903902034c722341ab_images.jpg,36.25,28,4.1,111
PROD-46820,46820,Catwalk Women White Heels,Catwalk,Women,Footwear,Shoes,Heels,White,Winter,2015,Casual,https://assets.myntassets.com/v1/images/style/properties/103b2083fd2749f66da5d64e7be6a051_images.jpg,210.41,10,4.0,131
PROD-48186,48186,Fossil Women Beige Handbag,Fossil,Women,Accessories,Bags,Handbags,Beige,Winter,2016,Casual,https://assets.myntassets.com/v1/images/style/properties/ef7f04688c06db30aca241178203116b_images.jpg,58.18,35,4.1,217
PROD-50945,50945,Lee Womens Blue Maxi Fit Jeans,Lee,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013,Casual,https://assets.myntassets.com/v1/images/style/properties/01135eff66dea63ebcde7a1f74a2d9b3_images.jpg,79.13,19,3.9,192
PROD-2649,2649,Murcia Women Leather Office Black Bag,Murcia,Women,Accessories,Bags,Handbags,Black,Winter,2015,Casual,https://assets.myntassets.com/v1/images/style/properties/60a21bcec53d1dd724d324cc07febc6b_images.jpg,177.86,40,4.0,253
PROD-14807,14807,United Colors of Benetton Women Solid Black Handbags,United Colors Of Benetton,Women,Accessories,Bags,Handbags,Black,Summer,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/4c5d9bcce21df6891e68659e2af5ba38_images.jpg,128.58,19,4.0,12
PROD-33619,33619,Lino Perros Women Green Wallet,Lino,Women,Accessories,Wallets,Wallets,Green,Summer,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/bcf33c47f6518d7c85c82f978ef54efa_images.jpg,37.67,47,4.2,233
PROD-11549,11549,W Women Printed Grey Kurtas,W,Women,Apparel,Topwear,Kurtas,Grey,Summer,2011,Ethnic,https://assets.myntassets.com/v1/images/style/properties/fb9e9dd78885fc0f3b820dee00979bbb_images.jpg,51.22,45,3.8,191
PROD-41239,41239,Arrow Men Brown Belt,Arrow,Men,Accessories,Belts,Belts,Brown,Summer,2012,Formal,https://assets.myntassets.com/v1/images/style/properties/5649a646a224c231d4765927e0bf19ba_images.jpg,59.37,8,4.4,242
PROD-39323,39323,Gini and Jony Girls Blue Shorts,Gini,Girls,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/380c4d7029e588c72462806cf32e7e91_images.jpg,33.8,4,3.7,300
PROD-58314,58314,Jockey LCESCBRA Men White Pack of 3 Socks 2004,Jockey,Men,Accessories,Socks,Socks,White,Summer,2016,Sports,https://assets.myntassets.com/v1/images/style/properties/Jockey-Men-White-Pack-of-3-Socks_dbf62d4465bfa9a58d5f02bf128e3792_images.jpg,50.55,39,3.7,140
PROD-57952,57952,Prafful Off White Printed Sari,Prafful,Women,Apparel,Saree,Sarees,Off White,Fall,2012,Ethnic,https://assets.myntassets.com/v1/images/style/properties/Prafful-Multi-Coloured-Sari_d128358a3b65c8529eaaf240299baead_images.jpg,37.04,3,3.8,319
PROD-44579,44579,Lee Men Blue Pent Jeans,Lee,Men,Apparel,Bottomwear,Jeans,Blue,Spring,2013,Casual,https://assets.myntassets.com/v1/images/style/properties/72b4123b631aa60e0abae4041f03f57d_images.jpg,61.41,46,4.6,110
PROD-41837,41837,Skechers Men Grey Shoes,Skechers,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/69f12c05cc7f25555b1b45d5f70bc9b2_images.jpg,177.07,24,3.9,180
PROD-56880,56880,HM Women Blue Heels,Hm,Women,Footwear,Shoes,Heels,Blue,Winter,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/HM-Women-Blue-Sandals_0ddbcfdbbe4fa061d4c421b80b9bd91a_images.jpg,120.86,0,3.9,10
PROD-7109,7109,Wildcraft Unisex Halo Grey Black Backpack,Wildcraft,Unisex,Accessories,Bags,Backpacks,Grey,Winter,2015,Casual,https://assets.myntassets.com/v1/images/style/properties/ed852e23d0d80fa2ce3f338e4781f6d0_images.jpg,126.42,47,4.6,203
PROD-28251,28251,Wild stone Men Juice Deo,Wild Stone,Men,Personal Care,Fragrance,Deodorant,Purple,Spring,2017,Casual,https://assets.myntassets.com/v1/images/style/properties/1a7dc4bb92bb3eec8d147e20d0e1905e_images.jpg,76.1,23,3.8,241
PROD-13810,13810,Proline White Striped Muffler,Proline,Men,Accessories,Mufflers,Mufflers,White,Summer,2016,Casual,https://assets.myntassets.com/v1/images/style/properties/90a1a354eb3d814a4ec9df847c3dc35f_images.jpg,26.66,12,4.5,115
PROD-7935,7935,Puma Men Jersey Black Short,Puma,Men,Apparel,Bottomwear,Shorts,Black,Fall,2011,Sports,https://assets.myntassets.com/v1/images/style/properties/a9d7c33c1b4a4c14628bef033aab1222_images.jpg,23.95,6,4.7,276
PROD-55639,55639,Catwalk Women Black Heels,Catwalk,Women,Footwear,Shoes,Heels,Black,Winter,2015,Casual,https://assets.myntassets.com/v1/images/style/properties/Catwalk-Women-Black-Sandals_9eee372906da44e9a337658a0202320f_images.jpg,201.98,43,3.8,154
PROD-19516,19516,United Colors of Benetton Men Black  Sweater,United Colors Of Benetton,Men,Apparel,Topwear,Sweaters,Black,Fall,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/76961743a2e44e35abce14ed3316ebf7_images.jpg,57.99,41,3.8,180
PROD-8141,8141,Fastrack Women Freestyle Sports Analog Steel Black Watch,Fastrack,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,https://assets.myntassets.com/v1/images/style/properties/4843cb91a562836614add0cf996a1d4b_images.jpg,284.13,26,4.9,239
PROD-49266,49266,Arrow Men Pack of 5 Plating Design Socks,Arrow,Men,Accessories,Socks,Socks,Navy Blue,Summer,2016,Casual,https://assets.myntassets.com/v1/images/style/properties/Arrow-Men-Pack-of-5-Plating-Design-Socks_24c170c47478e6cf448901451609f009_images.jpg,57.77,26,4.7,12
PROD-9093,9093,Murcia Women Brocade Clutch,Murcia,Women,Accessories,Bags,Handbags,Multi,Winter,2015,Casual,https://assets.myntassets.com/v1/images/style/properties/4392add7769a927031f7bdf5a904c9d5_images.jpg,143.0,3,4.1,313
PROD-27219,27219,Doodle Kids Girl Printed Lavender Dress,Doodle,Women,Apparel,Dress,Dresses,Lavender,Summer,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/bed427b43c8b61035a3b5a6cb047981d_images.jpg,66.07,22,3.8,225
PROD-39575,39575,Catwalk Women Beige Flats,Catwalk,Women,Footwear,Shoes,Heels,Beige,Winter,2015,Casual,https://assets.myntassets.com/v1/images/style/properties/71e50089b4ce8ea046799789e045e48b_images.jpg,100.57,0,3.9,199
PROD-44921,44921,Puma Men Blue Shorts,Puma,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/c1f375538cc69ac4be67db06ecd06489_images.jpg,67.92,41,3.9,237
PROD-52078,52078,Myntra Men White & Blue T-shirt,Myntra,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/4ddd6d3204dd21cb809748870f63eea1_images.jpg,41.94,24,3.7,228
PROD-33873,33873,Citizen Men Black Dial Chronograph Watch,Citizen,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,https://assets.myntassets.com/v1/images/style/properties/81f0ece030204e3d0c290cc1c84c4f8f_images.jpg,118.37,9,4.9,268
PROD-58542,58542,Miami Blues Men Sunglasses,Miami,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,https://assets.myntassets.com/v1/images/style/properties/Miami-Blues-Men-Sunglasses_fab390c2b969bb63d0b194e73b02c100_images.jpg,104.13,36,4.8,278
PROD-20458,20458,Baggit Women Libra Jhuti Pink Handbag,Baggit,Women,Accessories,Bags,Handbags,Pink,Winter,2015,Casual,https://assets.myntassets.com/v1/images/style/properties/74a927cc606b5771a985ecec72cd8caf_images.jpg,124.78,6,4.1,15
PROD-28635,28635,Nike Men Free TR2 White Sports Shoes,Nike,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,https://assets.myntassets.com/v1/images/style/properties/9880b79cdef94a9b5fc1cadbe15c6111_images.jpg,82.51,21,4.0,210
PROD-2823,2823,Lee Cooper Men's LC Formal Leather Black Shoe,Lee,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012,Formal,https://assets.myntassets.com/v1/images/style/properties/1cffa7f972ab77c902079e088c060866_images.jpg,58.14,29,4.5,310
PROD-13448,13448,United Colors of Benetton Women Solid Pink Shirts,United Colors Of Benetton,Women,Apparel,Topwear,Shirts,Pink,Summer,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/d2cfb00270b19c3a9dbfb1378d4932dd_images.jpg,49.16,18,4.5,304
PROD-19172,19172,United Colors of Benetton Men Solid Navy Blue TShirt,United Colors Of Benetton,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/ae7316daba63d8140e26c4d1d3c402b5_images.jpg,42.86,26,4.2,126
PROD-16906,16906,Status Quo Men Solid Maroon Sweatshirt,Status,Men,Apparel,Topwear,Sweatshirts,Maroon,Fall,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/31f4ab34ebfda29ab98bd4bac181e004_images.jpg,47.16,0,4.0,233
PROD-31718,31718,Fabindia Women Anusuya Silver Earrings,Fabindia,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016,Ethnic,https://assets.myntassets.com/v1/images/style/properties/d203e990ad49ca564633c9052dda962d_images.jpg,79.01,21,4.0,41
PROD-8525,8525,Nike Unisex Nike Black sling Duffle Bags,Nike,Unisex,Accessories,Bags,Duffel Bag,Black,Summer,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/f820989ab0d73a89ea0b84202f26fecf_images.jpg,135.07,43,4.1,217
PROD-49602,49602,Catwalk Women Grey Sandals,Catwalk,Women,Footwear,Shoes,Heels,Grey,Winter,2015,Casual,https://assets.myntassets.com/v1/images/style/properties/69b4bea6b1963ab13f2faa4d76431647_images.jpg,115.34,46,4.7,220
PROD-54981,54981,Femella Women Multi Coloured Shirt,Femella,Women,Apparel,Topwear,Shirts,White,Summer,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/Femella-Women-Multi-Coloured-Shirt_f4038a34054a696fae92aab138b26b5e_images.jpg,65.75,0,4.8,47
PROD-34058,34058,Gini and Jony Boys Washed Navy Blue 3/4 Length Pants,Gini,Boys,Apparel,Bottomwear,Capris,Navy Blue,Summer,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/c036b8a89d16ff57f9f15aab345e8e0d_images.jpg,47.25,3,4.3,227
PROD-43936,43936,Catwalk Women Black Heels,Catwalk,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/c4f9c58dfc4165928135e4408e8f5a8b_images.jpg,152.9,6,4.6,85
PROD-55853,55853,Colorbar Pro Berry Nice Nail Lacquer 029,Colorbar,Women,Personal Care,Nails,Nail Polish,Red,Spring,2017,Casual,https://assets.myntassets.com/assets/images/55853/2019/1/10/5a87492b-de7e-405b-af35-b6b9cccbfbd31547123537837-Colorbar-Pro-Berry-Nice-Nail-Lacquer-029-4361547123537753-1.jpg,32.48,5,4.6,16
PROD-46478,46478,Timex Women White Watch,Timex,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,https://assets.myntassets.com/v1/images/style/properties/Timex-Women-White-Watch_e6c12666b2953a854e5830ead41f63e7_images.jpg,93.71,45,4.0,64
PROD-34864,34864,Envirosax Women Black & Grey Bag,Envirosax,Women,Accessories,Bags,Handbags,Black,Winter,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/Envirosax-Women-Black-Bag_eb9ed6026a3ad649b9fc7851385b67a7_images.jpg,71.65,37,4.5,37
PROD-18292,18292,Aneri Women Chandani Brown Kurta,Aneri,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011,Ethnic,https://assets.myntassets.com/v1/images/style/properties/47efb7309b9ce110196c5446fed9e16e_images.jpg,88.19,27,4.9,293
PROD-19340,19340,United Colors of Benetton Men Solid Black Jacket,United Colors Of Benetton,Men,Apparel,Topwear,Jackets,Black,Fall,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/ca38dce260d82c845657e8605e46ea8f_images.jpg,180.06,10,4.4,155
PROD-25318,25318,Casio Edifice Men Multi-Dial Watch EF-326D-7AVDF(ED337),Casio,Men,Accessories,Watches,Watches,White,Summer,2017,Casual,https://assets.myntassets.com/assets/images/25318/2018/3/2/11519969734749-Casio-Edifice-Men-Silver-Analogue-Watches-ED337-EF-326D-7AVDF-8011519969734566-1.jpg,161.79,26,4.1,123
PROD-5834,5834,Puma Men's Pop Graphic White T-shirt,Puma,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Sports,https://assets.myntassets.com/v1/images/style/properties/8f14db6c2fe41a05f07fdef25a220b2a_images.jpg,49.57,10,3.8,162
PROD-57738,57738,Lotus Herbals Natural Kajal,Lotus,Women,Personal Care,Makeup,Kajal And Eyeliner,Black,Spring,2017,Casual,https://assets.myntassets.com/v1/images/style/properties/Lotus-Herbals-Natural-Kajal_1b1c05dbcbef601dd21ad79f63540ad4_images.jpg,78.49,34,3.7,33
PROD-11911,11911,Franco Leone Men Casual Black Sandals,Franco,Men,Footwear,Sandal,Sandals,Black,Summer,2011,Formal,https://assets.myntassets.com/v1/images/style/properties/bdcb139458c3eaf75cc06c32b54a8cf4_images.jpg,75.23,41,4.6,137
PROD-58770,58770,Locomotive Men Grey Shirt,Locomotive,Men,Apparel,Topwear,Shirts,Grey,Summer,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/Locomotive-Men-Grey-Shirt_15c56b3413b89748639fd9a2136310fc_images.jpg,63.56,13,4.5,249
PROD-53398,53398,Alma Women Maroon Printed Kurta,Alma,Women,Apparel,Topwear,Kurtas,Maroon,Fall,2012,Ethnic,https://assets.myntassets.com/v1/images/style/properties/Alma-Women-Maroon-Printed-Kurta_c6fa5b328d79d539bd32aec3d7b98cd2_images.jpg,83.61,47,3.8,162
PROD-5008,5008,Gini and Jony Girl's Salome Blue Kidswear,Gini,Women,Apparel,Dress,Dresses,Blue,Summer,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/fafe4fc9188c3150bb1b73b3b4c190e3_images.jpg,64.08,27,4.6,122
PROD-24696,24696,Lotto Men Riot Red Sandals,Lotto,Men,Footwear,Sandal,Sandals,Red,Fall,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/01b6cac0d7964b2fa309e3ea047f9bc4_images.jpg,168.82,22,4.0,68
PROD-33621,33621,Lino Perros Women Leather Purple Wallet,Lino,Women,Accessories,Wallets,Wallets,Purple,Summer,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/b1e04a0e6d0db04e37912596c935e4df_images.jpg,21.32,0,4.9,163
PROD-25744,25744,Wrangler Men Leather Brown Wallet,Wrangler,Men,Accessories,Wallets,Wallets,Brown,Summer,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/39d583dad35e346ff3f52742fe9555e8_images.jpg,37.98,18,4.7,100
PROD-11571,11571,W Women Printed Purple Kurtas,W,Women,Apparel,Topwear,Kurtas,Purple,Summer,2011,Ethnic,https://assets.myntassets.com/v1/images/style/properties/aa241aaac550041f37706b5ace5b6139_images.jpg,66.77,40,3.8,158
PROD-5454,5454,Nike Men's Basic Woven Med Black Short,Nike,Men,Apparel,Bottomwear,Shorts,Black,Summer,2011,Sports,https://assets.myntassets.com/v1/images/style/properties/9f6a948ff7ac26feab131cf67c56f407_images.jpg,40.28,16,3.8,233
PROD-37281,37281,Tantra Women Black Facebook T-shirt,Tantra,Women,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/9268ca2aa46c58421c91ac63eec7e911_images.jpg,35.46,38,4.0,123
PROD-44773,44773,Lotto Men White Sports Shoes,Lotto,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,https://assets.myntassets.com/v1/images/style/properties/e90226e586f7dd0f1af7d56b51a4f734_images.jpg,60.51,8,3.9,10
PROD-14003,14003,Nike Men Solid Yellow Jerseys,Nike,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011,Sports,https://assets.myntassets.com/v1/images/style/properties/fe6111400b646fc5fc9429386e394415_images.jpg,33.95,45,4.3,270
PROD-20236,20236,Wrangler Women Printed Red T-shirt,Wrangler,Women,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/5404aa3318a560424cd74fb25805a1c6_images.jpg,46.09,8,4.4,79
PROD-52616,52616,Mod'acc Women Beige Handbag,Mod'acc,Women,Accessories,Bags,Handbags,Beige,Summer,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/Modacc-Women-Beige-Handbag_2d0a6b83acff32193a71326fbe374ecf_images.jpg,77.82,47,4.8,150
PROD-4586,4586,Wildcraft Unisex Contour Red Backpack,Wildcraft,Unisex,Accessories,Bags,Backpacks,Red,Winter,2015,Casual,https://assets.myntassets.com/v1/images/style/properties/820cd3f9cec0ec346f2b870045f0997f_images.jpg,101.83,39,3.8,252
PROD-36353,36353,Reid & Taylor Men Blue Diagonal Striped Tie,Reid,Men,Accessories,Ties,Ties,Blue,Summer,2012,Formal,https://assets.myntassets.com/v1/images/style/properties/Reid---Taylor-Men-Ties_0c37147a8d38195db997018490daabbf_images.jpg,15.36,40,4.2,137
PROD-7303,7303,UCB Women Short Sleeve Black Top,UCB,Women,Apparel,Topwear,Tops,Black,Summer,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/b854decd4aa6b10392dd54f2ce81d138_images.jpg,62.38,31,4.5,303
